Data,Score,Is_outlier?
"(48.438, 0.0, 0.0, 139.498)",0.925196442746028,0
"(69.2005, 0.0, 0.0, 139.498)",0.9401697235785409,0
"(81.23899999999999, 0.0, 0.0, 139.41)",0.9492683032438483,0
"(89.807, 0.0, 0.0, 139.41)",0.9572453810106882,0
"(106.101, 0.0, 0.0, 139.1465)",0.9459382896918599,0
"(110.1015, 0.0, 0.0, 139.3225)",0.9455236959936861,0
"(108.367, 0.0, 0.0, 139.6735)",0.9500842266736217,0
"(63.9085, 47.927, 225.1045, 139.6735)",0.6841983793542101,0
"(67.3985, 107.645, 401.779, 139.5855)",0.6698436318939045,0
"(81.7595, 183.5035, 548.3595, 139.498)",0.7137226393113731,0
"(84.3225, 271.3265, 692.3315, 139.5855)",0.6949972878693197,0
"(86.02600000000001, 329.7495, 740.9789999999999, 139.5855)",0.6957711530260392,0
"(94.8705, 340.365, 693.145, 139.5855)",0.6817559279609183,0
"(117.873, 317.498, 597.779, 139.5855)",0.6735552727229398,0
"(160.8055, 354.8165, 631.2529999999998, 139.6735)",0.6797425596557902,0
"(156.1585, 301.6625, 515.573, 139.7615)",0.6870717500120359,0
"(57.918, 36.767, 171.005, 139.937)",0.7146113672401799,0
"(105.03299999999999, 16.1055, 56.104, 139.937)",0.8526386732255757,0
"(168.6965, 45.338, 131.466, 139.937)",0.7181101088768513,0
"(185.428, 111.57700000000001, 281.0745, 139.937)",0.6392431539535148,0
"(223.97400000000002, 102.382, 227.3855, 139.937)",0.6137843816346564,0
"(241.5175, 136.9615, 274.2465, 139.937)",0.5289080117588546,1
"(239.715, 205.4235, 382.3455, 139.937)",0.4677213056971947,1
"(251.581, 226.87, 399.6065, 139.937)",0.5174161735628828,1
"(268.8595, 224.646, 380.43300000000005, 139.937)",0.470776431558536,1
"(82.348, 76.3745, 353.1815, 139.2345)",0.6126202893786586,0
"(90.0675, 146.4795, 519.5485, 139.2345)",0.7452601781127628,0
"(101.6575, 200.7845, 582.4045000000001, 139.2345)",0.6979516199774276,0
"(105.835, 272.274, 672.9815, 139.2345)",0.7105483246266181,0
"(110.1015, 331.973, 726.6030000000001, 139.3225)",0.6710073973889932,0
"(105.79899999999999, 398.158, 790.457, 139.3225)",0.6674288262929958,0
"(109.7625, 441.2245, 813.556, 139.3225)",0.6703005609793564,0
"(166.5355, 390.8095, 681.7125, 139.3225)",0.6108808396692171,0
"(185.428, 390.0905, 654.596, 139.3225)",0.6400617302511981,0
"(107.6545, 9.607000000000001, 43.213, 139.523)",0.855248610726074,0
"(136.509, 12.0685, 42.1435, 139.615)",0.8539231993915218,0
"(159.41649999999996, 18.5315, 52.5795, 139.615)",0.7990912321160396,0
"(190.8275, 44.167, 107.067, 139.615)",0.6898770573498547,0
"(222.076, 101.211, 217.9335, 139.615)",0.5983062169027656,1
"(246.09099999999998, 119.8475, 235.6205, 139.799)",0.5325264778203571,1
"(274.112, 124.0795, 226.2045, 139.983)",0.5460846440354796,1
"(300.1115, 121.7435, 210.343, 139.983)",0.4358856565513003,1
"(317.944, 101.3715, 168.78050000000005, 139.891)",0.5102424778129446,1
"(34.471, 0.0, 0.0, 140.167)",0.8303542153449318,0
"(43.8815, 0.0, 0.0, 140.259)",0.9168101410011116,0
"(56.333999999999996, 0.0, 0.0, 140.259)",0.9531446931034881,0
"(64.3825, 0.0, 0.0, 140.259)",0.973409072234412,0
"(73.4135, 0.0, 0.0, 140.259)",0.97955448075642,0
"(76.9095, 0.0, 0.0, 140.259)",0.9792978361213478,0
"(82.7685, 0.0, 0.0, 140.259)",0.9835061050005487,0
"(81.885, 0.0, 0.0, 140.167)",0.9734529356374364,0
"(89.70400000000002, 0.0, 0.0, 140.167)",0.9814300134042763,0
"(38.6135, 0.0, 0.0, 139.799)",0.9049251216534044,0
"(39.534, 0.0, 0.0, 139.891)",0.9090710586351585,0
"(47.744, 0.0, 0.0, 139.891)",0.9481372940450867,0
"(47.4705, 0.0, 0.0, 139.799)",0.9049251216534044,0
"(26.011999999999997, 0.0, 0.0, 139.707)",0.8227533308783751,0
"(24.2765, 0.0, 0.0, 139.615)",0.8136322695185118,0
"(39.453, 0.0, 0.0, 139.615)",0.8935928939032677,0
"(47.2835, 0.0, 0.0, 139.615)",0.8935928939032677,0
"(60.364, 0.0, 0.0, 139.707)",0.9390485073655075,0
"(28.070500000000006, 0.0, 0.0, 139.983)",0.8354675376224299,0
"(32.5055, 0.0, 0.0, 139.983)",0.8354675376224299,0
"(33.7745, 0.0, 0.0, 139.983)",0.8354675376224299,0
"(69.6005, 0.0, 0.0, 139.983)",0.969467678249627,0
"(83.17299999999999, 0.0, 0.0, 139.983)",0.9821241260066228,0
"(93.7215, 0.0, 0.0, 139.983)",0.9822190493648006,0
"(94.406, 0.0, 0.0, 139.983)",0.9822190493648006,0
"(65.08500000000001, 0.0, 0.0, 139.983)",0.9720270932404862,0
"(87.583, 0.0, 0.0, 139.983)",0.9865433356817743,0
"(64.7805, 134.5025, 549.936, 140.351)",0.7309222770539996,0
"(76.648, 190.954, 613.101, 140.351)",0.7383385963334355,0
"(90.2015, 241.8695, 645.9945, 140.351)",0.7251319006436223,0
"(104.159, 288.8605, 666.685, 140.351)",0.7318381206623854,0
"(104.2835, 352.277, 724.6234999999998, 140.351)",0.714218169014601,0
"(103.03299999999999, 411.85850000000005, 774.258, 140.351)",0.7002877075433658,0
"(134.6865, 395.4265, 694.1524999999998, 140.44299999999998)",0.6349524280856704,0
"(259.9995, 187.168, 313.4285, 140.44299999999998)",0.4965585750317456,1
"(258.245, 9.342, 15.082, 140.44299999999998)",0.7810309188846957,0
"(100.3955, 8.436, 32.271, 140.075)",0.8649580577564482,0
"(123.3475, 4.713, 15.7785, 140.167)",0.8905814766877888,0
"(98.984, 0.14650000000000002, 0.3985, 140.44299999999998)",0.965899396156197,0
"(79.5655, 0.0, 0.0, 140.351)",0.9688924049575007,0
"(90.183, 0.013999999999999999, 0.025, 140.259)",0.9892427869666642,0
"(119.429, 0.1325, 0.249, 140.075)",0.9561561643939451,0
"(75.44749999999998, 0.0, 0.0, 139.891)",0.9715587537553945,0
"(58.2995, 0.0, 0.0, 139.799)",0.941259673755781,0
"(183.2575, 0.7390000000000001, 1.178, 139.799)",0.9269919508567308,0
"(43.378, 0.0, 0.0, 140.7315)",0.8800494997628574,0
"(63.73, 0.0, 0.008, 140.7315)",0.9365123313106992,0
"(89.5195, 0.024, 0.09, 140.7315)",0.9505955270782358,0
"(133.637, 1.254, 3.27, 140.6465)",0.9380476442603942,0
"(206.7615, 33.532, 78.2, 140.6465)",0.7268195218346138,0
"(231.1365, 66.491, 142.1035, 140.6465)",0.6531536749897393,0
"(250.2095, 34.303000000000004, 68.226, 140.6465)",0.6628657881825257,0
"(250.9545, 13.389000000000001, 24.7715, 140.6465)",0.7752472775068235,0
"(270.1975, 20.43, 36.1505, 140.6465)",0.7368285433283628,0
"(23.74, 0.0, 0.0, 140.137)",0.8303542153449318,0
"(37.9715, 0.0, 0.0, 140.05200000000002)",0.908241871238803,0
"(52.1225, 0.0, 0.0, 140.05200000000002)",0.9473081066487312,0
"(70.9555, 0.0, 0.0, 140.05200000000002)",0.9622813874812441,0
"(94.366, 0.018000000000000002, 0.040999999999999995, 139.967)",0.9819825911256002,0
"(166.9765, 0.9555, 1.9885, 139.882)",0.942907253435892,0
"(189.2825, 1.421, 2.7605, 139.967)",0.9204306770643056,0
"(190.2765, 1.0090000000000001, 1.8405, 139.967)",0.9230636178928671,0
"(231.476, 6.455500000000002, 11.2725, 139.967)",0.8742418343924033,0
"(19.1735, 0.0, 0.0, 140.392)",0.82620827836317,0
"(33.189, 0.0, 0.0, 140.392)",0.82620827836317,0
"(52.4525, 0.0, 0.0, 140.30700000000002)",0.9448205444596804,0
"(73.06450000000002, 0.0, 0.0, 140.30700000000002)",0.9684986488050606,0
"(112.4005, 0.1135, 0.2465, 140.30700000000002)",0.9561068279970446,0
"(136.3605, 0.155, 0.3205, 140.30700000000002)",0.9496185389226555,0
"(200.2755, 2.9625, 5.694, 140.30700000000002)",0.8790395993410738,0
"(140.6675, 0.233, 0.42700000000000005, 140.30700000000002)",0.9494216608464356,0
"(166.986, 1.9709999999999999, 3.385, 140.30700000000002)",0.9235117109019779,0
"(26.643500000000003, 0.006, 0.0165, 141.1565)",0.5931083596485791,1
"(88.28, 0.9075, 3.4175, 141.2415)",0.7345864688838353,0
"(121.7595, 7.244, 20.844, 141.2415)",0.6716989249626011,0
"(156.7075, 74.0935, 191.424, 141.1565)",0.3825240257578043,1
"(149.627, 28.528, 66.821, 141.2415)",0.521428730980376,1
"(176.4255, 3.5650000000000004, 7.180999999999999, 141.4115)",0.6829639571454911,0
"(221.77200000000002, 58.835, 110.16, 141.4115)",0.4698887376478476,1
"(246.7765, 121.3555, 218.1175, 141.3265)",0.30090679843948814,1
"(281.45050000000003, 65.5895, 113.2655, 141.2415)",0.2627192266721872,1
"(73.5995, 17.5815, 79.046, 141.4115)",0.6184351432942043,0
"(109.09700000000001, 59.52800000000001, 221.141, 141.3265)",0.40774199791361876,1
"(153.2, 42.931999999999995, 128.991, 141.3265)",0.47450804194468893,1
"(183.956, 52.26600000000001, 131.9405, 141.3265)",0.5031119130099626,1
"(206.8765, 53.6395, 120.83200000000001, 141.3265)",0.47163603057429965,1
"(219.7835, 54.343999999999994, 110.5625, 141.3265)",0.47884317443592234,1
"(219.129, 27.9365, 52.574, 141.3265)",0.5218494880310538,1
"(233.375, 31.382, 55.696000000000005, 141.4965)",0.5128950512429791,1
"(211.47400000000002, 19.373, 33.069500000000005, 141.58100000000002)",0.5740056050968223,1
"(75.25399999999999, 68.5705, 326.052, 140.983)",0.5597113314572885,1
"(86.307, 131.7345, 472.857, 140.8985)",0.6458523950955888,0
"(87.0075, 211.6835, 621.988, 140.8985)",0.6641596670429087,0
"(88.75450000000002, 279.68100000000004, 700.2750000000002, 140.814)",0.685873103404061,0
"(87.821, 344.82199999999995, 762.047, 140.814)",0.7500549447554968,0
"(91.13600000000001, 394.163, 789.952, 140.814)",0.6746237342669201,0
"(115.439, 391.74, 728.1804999999998, 140.814)",0.6186505283263191,0
"(160.244, 339.458, 596.8145, 140.814)",0.6320692544790283,0
"(171.75799999999995, 355.411, 600.7135000000002, 140.72899999999998)",0.6846317502725887,0
"(43.6505, 0.0, 0.0, 140.306)",0.9057543090497522,0
"(55.30750000000001, 0.0, 0.0, 140.2215)",0.9512099225119919,0
"(89.461, 0.049, 0.141, 140.306)",0.9760357547234471,0
"(127.946, 0.3145, 0.77, 140.306)",0.9320653336431315,0
"(183.9065, 4.114, 8.766499999999999, 140.306)",0.9006490947025103,0
"(243.176, 55.942, 110.729, 140.306)",0.6401311636994281,0
"(244.343, 26.0465, 48.5185, 140.306)",0.7229387673581504,0
"(260.806, 10.8685, 18.874, 140.306)",0.7806163251865219,0
"(298.2085, 71.3925, 118.7335, 140.306)",0.4951680934494038,1
"(58.9105, 123.157, 554.9929999999998, 140.4755)",0.7041625966516518,0
"(67.953, 186.1955, 644.5215000000002, 140.4755)",0.7233951161842167,0
"(75.26599999999998, 249.688, 708.702, 140.56)",0.7157570939490187,0
"(83.4885, 307.4115000000001, 747.8330000000002, 140.56)",0.7238179920121971,0
"(93.111, 357.77200000000005, 770.548, 140.56)",0.7649401664539939,0
"(90.281, 419.4275, 821.1775, 140.56)",0.6967049769687516,0
"(91.579, 465.1015, 846.1445, 140.56)",0.7480618108547876,0
"(98.1685, 492.8945, 849.0505, 140.6445)",0.7093316976212016,0
"(94.9125, 524.403, 870.0435, 140.6445)",0.5292992082927251,1
"(27.4265, 0.0, 0.0, 140.2215)",0.8349147460248596,0
"(31.6515, 0.0, 0.0, 140.2215)",0.8349147460248596,0
"(37.54, 0.0, 0.0, 140.2215)",0.9148753704096155,0
"(73.4705, 0.0, 0.0, 140.1365)",0.9730591794849962,0
"(115.6605, 0.2165, 0.447, 140.1365)",0.9598850181330368,0
"(245.725, 46.3375, 87.79799999999999, 140.05200000000002)",0.6883616621467793,0
"(132.5125, 412.9525, 741.5745, 139.9675)",0.6807185270128766,0
"(96.7735, 514.6519999999999, 878.115, 139.9675)",0.6100430272541821,0
"(99.024, 538.1775, 884.9860000000001, 139.9675)",0.5356134743971569,1
"(72.166, 117.0105, 496.971, 140.2215)",0.7156302571275184,0
"(82.3335, 176.0745, 586.7230000000001, 140.2215)",0.7726464020857733,0
"(153.23649999999995, 26.123, 74.884, 140.2215)",0.8016221964036603,0
"(193.709, 71.672, 167.4345, 140.2215)",0.6849839161960805,0
"(120.1185, 324.447, 678.0235, 140.1365)",0.711683514756044,0
"(88.725, 437.204, 837.345, 140.1365)",0.7062068783899467,0
"(92.399, 478.792, 853.7025, 140.1365)",0.7202921689407523,0
"(111.848, 483.046, 816.9475, 140.1365)",0.6697838400618228,0
"(159.945, 428.5775, 698.967, 140.1365)",0.647601089218845,0
"(79.479, 92.976, 389.496, 140.56)",0.6744128087245733,0
"(125.1635, 65.623, 217.9725, 140.56)",0.6182933696351336,0
"(173.69150000000005, 42.45399999999999, 114.098, 140.56)",0.7124746857798301,0
"(173.577, 128.368, 299.6285, 140.56)",0.6194229191357464,0
"(206.3245, 149.211, 309.562, 140.56)",0.5464371489019154,1
"(240.2255, 149.148, 283.4775, 140.56)",0.5108711212476227,1
"(289.0165, 81.395, 144.3795, 140.56)",0.4902349102464153,1
"(305.1205, 112.3865, 187.7405, 140.56)",0.434622028429352,1
"(296.4550000000001, 187.558, 302.964, 140.6445)",0.4128125229538812,1
"(86.49549999999998, 7.3755, 42.215, 139.1625)",0.8998781098279117,0
"(99.194, 1.877, 8.0825, 139.1625)",0.9321981124947641,0
"(95.4845, 0.1325, 0.467, 139.1625)",0.9582985116896403,0
"(119.696, 0.2285, 0.609, 139.1625)",0.9430058886067133,0
"(129.77, 0.337, 0.8005, 139.241)",0.9244644491765749,0
"(105.51799999999999, 0.012, 0.0335, 139.3195)",0.9403477074493246,0
"(111.23200000000001, 0.006, 0.017, 139.3195)",0.9452872377544856,0
"(127.72650000000002, 0.03, 0.05, 139.3195)",0.9298850439702078,0
"(134.6205, 0.036000000000000004, 0.0585, 139.241)",0.9433645566582404,0
"(22.839000000000002, 0.0, 0.0, 138.6905)",0.807413364045873,0
"(32.343, 0.0, 0.0, 138.769)",0.807413364045873,0
"(47.51, 0.0, 0.0, 138.8475)",0.8993972056777247,0
"(77.28399999999999, 0.0, 0.0, 138.769)",0.9498616835508651,0
"(104.54899999999999, 0.036000000000000004, 0.07500000000000001, 138.6905)",0.928971001535065,0
"(122.98700000000001, 0.078, 0.1665, 138.533)",0.9201667128486513,0
"(139.315, 0.09, 0.175, 138.4545)",0.8874739251270806,0
"(172.98000000000005, 0.4755, 0.8590000000000001, 138.297)",0.8694238424775528,0
"(180.859, 0.5715, 1.018, 138.2185)",0.8645265003315818,0
"(50.568999999999996, 0.018000000000000002, 0.0835, 137.4315)",0.8208406739434789,0
"(81.473, 0.1325, 0.5005, 137.35299999999998)",0.8433010505974743,0
"(97.594, 0.08399999999999999, 0.267, 137.4315)",0.8428564188449753,0
"(106.4165, 0.042, 0.1165, 137.4315)",0.8288801283023579,0
"(100.4, 0.042, 0.092, 137.4315)",0.8239405979971969,0
"(113.4225, 0.066, 0.15000000000000002, 137.4315)",0.8332606654982516,0
"(110.0055, 0.0, 0.0085, 137.5105)",0.8295777566177931,0
"(121.0185, 0.012, 0.017, 137.589)",0.8322020500117377,0
"(134.651, 0.054000000000000006, 0.1, 137.589)",0.8275547169678058,0
"(40.777, 0.0, 0.0, 137.9035)",0.7617520978833722,0
"(46.435, 0.0, 0.0, 137.9035)",0.7617520978833722,0
"(66.67949999999999, 0.0, 0.0, 137.9035)",0.8157916141258134,0
"(109.8635, 0.066, 0.1665, 137.9035)",0.8082886412929692,0
"(121.286, 0.078, 0.1835, 137.9035)",0.8110132932406559,0
"(127.3475, 0.042, 0.0835, 137.825)",0.7928864475086913,0
"(157.374, 0.3305, 0.6174999999999999, 137.825)",0.778247344105215,0
"(222.9935, 4.7405, 8.441, 137.7465)",0.7205657702685897,0
"(226.718, 4.1025, 7.0485000000000015, 137.589)",0.7538815822576306,0
"(55.5045, 0.0, 0.0085, 138.061)",0.79795055030029,0
"(89.47800000000002, 0.1325, 0.4755, 138.1395)",0.8306866413549255,0
"(120.438, 0.451, 1.3345, 138.2185)",0.8853533882517056,0
"(151.817, 1.3715, 3.445, 138.297)",0.8535583751883286,0
"(187.1225, 3.6455, 8.066, 138.3755)",0.82532028437207,0
"(236.5655, 19.004, 38.003, 138.3755)",0.6719989564388316,0
"(266.3795, 33.472, 62.76, 138.3755)",0.6228979652344043,0
"(290.30400000000003, 50.7675, 89.619, 138.3755)",0.5154356004133939,1
"(302.432, 51.574, 87.976, 138.3755)",0.5154356004133939,1
"(92.3385, 56.9365, 267.0865, 138.247)",0.6263716483003927,0
"(88.5805, 145.71699999999996, 519.6315, 138.247)",0.6875979004294847,0
"(81.363, 235.46200000000002, 688.4635000000002, 138.3355)",0.6593515134513862,0
"(84.0495, 303.211, 756.8645, 138.3355)",0.6998758078206562,0
"(90.9375, 357.652, 788.0189999999999, 138.4235)",0.7162168045347602,0
"(96.1695, 407.462, 814.1179999999998, 138.512)",0.5967523747525572,1
"(107.7535, 438.9295, 813.5535, 138.512)",0.6146068075244165,0
"(152.39700000000002, 410.1365, 719.1925, 138.6005)",0.5980348824350855,1
"(183.5925, 389.5155, 656.8105, 138.6005)",0.6309406688913347,0
"(32.292, 0.0, 0.0, 138.4235)",0.7624990467434997,0
"(63.3595, 0.006999999999999999, 0.008, 138.512)",0.8988221441223555,0
"(108.32, 2.0445, 5.603, 138.512)",0.8714153002150613,0
"(165.595, 39.729, 97.9275, 138.512)",0.6514987213699485,0
"(179.1705, 15.5525, 32.97, 138.512)",0.7852194070535744,0
"(250.296, 86.086, 169.44549999999995, 138.4235)",0.5405794352191807,1
"(242.8655, 165.6195, 303.7374999999999, 138.3355)",0.46717769936576764,1
"(275.5165, 148.9795, 258.9815, 138.247)",0.4571269104588913,1
"(306.1645, 115.0085, 192.15900000000002, 138.247)",0.37782269177927935,1
"(16.389499999999998, 0.0, 0.0, 138.77700000000002)",0.807413364045873,0
"(24.6665, 0.0, 0.0, 138.77700000000002)",0.807413364045873,0
"(48.048, 0.0, 0.0, 138.865)",0.938463441087653,0
"(71.7765, 0.0, 0.0, 139.042)",0.9643527118233066,0
"(88.5255, 0.0, 0.008, 139.395)",0.9571092813252298,0
"(128.309, 0.2595, 0.499, 139.4835)",0.9159176547592771,0
"(131.7135, 0.3285, 0.6135, 139.4835)",0.9265180143792049,0
"(150.813, 0.397, 0.6705000000000001, 139.395)",0.9022590531334351,0
"(199.769, 3.6115, 5.9625, 139.395)",0.8594154976274213,0
"(89.15950000000002, 75.7995, 323.9235, 139.8365)",0.6269544705175338,0
"(97.954, 137.2775, 462.272, 139.8365)",0.689941266120396,0
"(136.9395, 115.8435, 325.78, 139.8365)",0.6232894575356307,0
"(183.355, 78.9045, 188.9035, 139.8365)",0.6212594413220507,0
"(188.313, 37.91, 82.50200000000001, 139.7485)",0.7522037415351785,0
"(181.6925, 2.592, 5.022, 139.7485)",0.9149378145572759,0
"(165.3395, 0.7184999999999999, 1.3005, 139.7485)",0.9329641854197795,0
"(123.8205, 0.040999999999999995, 0.0655, 139.66)",0.9338483048884502,0
"(89.0435, 0.0, 0.0, 139.66)",0.9738291289377196,0
"(58.396, 147.263, 625.092, 139.13)",0.7039293773828426,0
"(71.0095, 202.114, 671.4835, 139.2185)",0.7309666913212234,0
"(99.933, 230.23, 623.015, 138.9535)",0.6845286950898063,0
"(76.87450000000003, 343.392, 809.178, 138.6885)",0.6808767450020902,0
"(80.86399999999999, 403.051, 844.487, 138.6885)",0.678361914479072,0
"(83.90899999999998, 456.725, 872.492, 138.6885)",0.6197209510840125,0
"(86.0835, 501.789, 892.5065, 138.6885)",0.5967722877937836,1
"(87.85600000000001, 538.1465000000002, 907.7355, 138.6885)",0.5167633508838824,1
"(89.0495, 564.4435000000002, 918.1065, 138.6885)",0.5167633508838824,1
"(80.602, 0.13699999999999998, 0.5479999999999999, 139.7485)",0.9676576847052065,0
"(110.001, 1.2175, 4.024, 139.7485)",0.939132270917097,0
"(102.5885, 0.0615, 0.1555, 139.66)",0.944310968367567,0
"(160.54000000000005, 2.168, 4.9565, 139.5715)",0.8912383304468748,0
"(184.4815, 2.9955, 6.183, 139.66)",0.9074751279901156,0
"(201.304, 3.4130000000000003, 6.4535, 139.66)",0.8759992455544527,0
"(238.517, 9.144, 16.0965, 139.66)",0.7745208455385594,0
"(241.8665, 6.743499999999999, 11.23, 139.66)",0.7993211869227125,0
"(287.308, 19.697000000000006, 31.784000000000002, 139.66)",0.6251093789508688,0
